review,rating
"What did I just watch... I totally agree with jeffreykorolischuk . It was sick and disgusting... After I finished the movie I wanted to throw up and cry at the same time... Yes, I see real effort in this this movie but there must be another way to express those ideas.",1
An Extreme Dose of Lynch and Kubrick come with Aronofsky's Very Pretentious Mother!,8
"Misunderstood Fantastic piece of artwork. It's good to have a film like this where you have to think hard about the content presented, and make interpretations afterwards.",10
"I had to go and look at that movie by myself... ... after all the hate or love reviews. If you want to go for this picture, I can recommend to read the short review from IMDb-user wasabiteabag from Australia. In his review is a fine summary of all the symbols in the movie and it helps a lot to be aware of symbolism as main carrier of the script. With that in mind it is a must see. I liked very much, how the creation process of ""god"" went out of control, without holding anything back. The movie grows and grows. Try to be part of the growing during watching.",7
Abhorrently bad,1
"You can see the art behind the scenes. Actually this movie isnt my favorite movie but i wanted to talk about it because I couldn't choose my fav. Anyway,Mother is a American psychological horror? film. jennifer lawrence and Javier Bardem are starring.The plot follows a young woman whose tranquil life with her husband at their country home is disrupted by the arrival of a mysterious couple. The main place is lead characters's house.Mother was directed by Darren Aranofsky. most of the people who watched the film did not understand the message. The movie is satire to religion to god, every scene, every detail is a hidden symbolic passage. example: In one scene a man is in the bathroom and his back appears bruised, it means that he is Adam and his back is injured because God took his rib to make Eve. What I understood from the film is that it shows that God would be a selfish being that while man destroys the world and nature he only cares about being worshiped. You need to watch the movie and at the same time associate that part of the bible it is referring to, and which bible character each actor represents so you can see the art behind the scenes. ??",9
Seriously Takes Himself a Little Too Seriously!,7
Opinion on this movie,1
Illuminating Human Atrocity,10
"Allegorical, jarring and bound to be divisive.",7
A masterpiece of overindulgence,2
"Visual representation of a nightmare! It starts with a strange storyline, but interesting. After a while it just gets more random like you have in a nightmare: random, crazy, chaos, A LOT OF CHAOS. It is one of the best movies I've ever seen, just because it leaves you with an extraordinary feeling! Amazing",10
"Great film, glad the critics see it In depth conceptual and revolutionary in horror. It's more psychological horror, there's a few jump scares but if you sit here mad because there's not enough and that's not scary enough for you then you really don't understand what conceptual horror is, go watch your paranormal activity crap. This movie is original and fresh and shows that modern horror cinema is still alive and can be tested upon different various angles. I'm so happy the",9
Mother!,6
"What is this crap? Seriously, what is this crap? The director blamed this tanking on lack of science fiction? Really? This movie was completely unrealistic in any ""world"" and horribly done. It shows that the only people that are praising this movie are the ones paid to do so. Watch at your own risk. You'll never get that time back.",1
"Amazing surreal nightmare This movie is one hell of a trip and perhaps completely unlike anything you've seen before. It starts out feeling like a horror drama, or the makings of one, but then goes off in a very strange, unexpected and highly original direction. There is a palpable tension throughout, and an unnerving, strange dream-like quality, with a real sense of dread. Later on, towards the end, the movie completely flies off into something like an insane surreal nightmare, an assault on the senses,and is very shocking. The ending is incredible. The movie says a lot about the human experience and especially relationships, love and selfishness; this is the emotional core seen through the eyes of the lead actress. The acting is great, especially the lead actress who is absolutely superb, as is the set. The filming style, and sound work, are at times intentionally disorientating, adding to the surreal sense. It's an absolutely gripping experience and very psychedelic. Despite much intense darkness and carnage, there is also goodness, beauty and truth, so in a strange way, in parts it's a wholesome experience. Bear in mind this movie is working more on a subconscious level and a lot of it does not make logical sense. You may well hate it.",9
"The worst This movie was so bad, literally I just wanna to get over the movie. The point of the movie I understand but the way that they show was so boring and wears.",7
"Made an account specially for this movie! We watched this movie on holiday 'cause we liked the mysterious trailer. Well, it's safe to say the movie didn't do the trailer any justice! 2h of wondering 'WTF', maybe it'll get better, maybe the end will be worth it... IT IS NOT! The last 30min made the movie even worse than the first 1,5h of falling asleep in confusion did. The end felt as close as the end of 'Cabin in the woods', this feels like the same level... -rolls eyes-",1
"Excellent performance by Jennifer Lawrence I am not a film critic or pretend to understand what that even means exactly. I just like movies and whether I feel one is good or not is purely subjective. This film hit a nerve and not because of all the symbolism or what the ""true meaning"" of it was. I have never so closely related to a character in a film than I did with Jennifer Lawrence's performance. I was riveted by her character and the panic, anxiety and pain of her situation. It was as if it were scripted from my own dreams and nightmares (though it went much further than my subconscious mind ever has!). The emotional turmoil and anxiety of being powerless to control 'others' from transgressions of your personal space and property was expertly portrayed. The connection for me was so intense it was disturbing to say the least. So if a film is meant to relate to the viewer on some emotional level (isn't that really the",8
"Exciting chaos, slightly stale Mother! is a purely allegorical film. In its foundation it mixes biblical allegories into a story about mother nature. The intent of director Darren Aronofsky is completely lucid. He wants the audience to reflect on the history of humanity and its impact on our planet, as well as of how our relation to God is ultimately what makes us destroy each other and our home. There are many layers in this film however I can't say that I experience the layers to be particularly deep. Mother! is so concerned about its metaphors that it neglects in creating fully fleshed characters and doesn't contribute any poignant ideas to the conversation about climate change. Yes, we have destroyed our planet. Yes, we have an unheatlhy relation to religion. Then what? This wouldn't be an issue had it been that it didn't take itself so incredibly seriously. It comes dangerously close to being goofy at its climax. What saves Mother! is actually the ways in which Aronofsky choses to portray and visualise the metaphors. Watching the house deteriorate symbiotically with The Mother",6
Complete waste of time Aronofsky misses at all levels. Metaphysics of poor quality. How can anyone produce something like that? Only for infantry terror fans or people with mental weakness.,1
"This Movie is for educated people If you haven't watch the movie yet and you want to see it then, don't read the bad reviews. This movie is amazing and it has a deep idea. It's not for uneducated and ignorant people. I read most the bad reviews and I just feel sorry for them because they think the movie is only talking about the writer and his wife, How funny!.",10
"Succeeds at breaking your nerves One of the most frustrating films I have watched so far. People are talking about how Aronofsky went way too far this time, but I thought he succeeded in his intent on disturbing and horrifying his audience. That's what I would expect a horror film to do anyway, instead of foisting the usual gimmicks of the genre. It starts off as some kind of black comedy, then things escalate so badly that it even becomes painful to watch. The voyeuristic camera angles constantly stalking Jennifer Lawrence, together with the dark, yellowish photography and immersive sound design also contribute to a truly unsettling experience. The film is clearly an allegoric retelling of the Bible used to reflect on the relationship between Mother Earth, God, and mankind. I thought it works as an ecologic parable, but the biblical references are so explicit that they make the film feel a little cheap at times (by the way, the terrible CGI is not helping either). Sure there could be other interpretations, but again the religious allegory is so in your face that it's hard to reflect",8
"Kept me on the edge of my seat I'm a huge fan of movies such as Donnie Darko, Get Out, and Us as well as Mother! The reason is because they are mysterious the whole way through. They have much deeper messages than just horror and violence. Mother! makes you think and draw your own conclusions and you have to figure out the greater message on your own. I understand people not enjoying it because of the violence. But for me this movie is about humanity itself and what this world is coming to. Well done by the director, Bardem, and Lawrence.",7
"Movie waste my time The worst movie i've ever seen , contains no benefits or goal.",1
Great storytelling of a story we all know,10
"A curiosity I have to temper any critique with the recognition that I was entertained and engaged throughout. That's worth 6 stars on its own. A killer cast does work here, too, and the direction and set design are vivid. At the end of the day I don't think the metaphor was worth exploring, however. Unless you think the world needs more (and more provocative) Christian allegories. As a viewer I was interested in trying to figure it out, but by the third act the mystery is mostly gone. The archetypes are pretty on-the-nose; it's not a film that lingers with you as you search for meaning. The meaning is not precisely what a typical Christian might appreciate (perhaps quite the contrary), but it draws exclusively from those well-worn themes. I'm not sorry I watched it, it certainly was something... I'm unsure who I might ever recommend it to, however.",6
"Pretentious nonsense masquerading as art This movie tries to justify itself through the use of artful imagery and Biblical symbolism, but can't seem to mask its overall misogyny. While misogyny has been a theme in many a horror film, I've never seen it used so blatantly than in this film and all while trying to mask it with a thick layer of pretentious allegorical Creationism. This isn't something I would typically speak out on, but this movie hit a nerve. How Him patronizes and demeans Her throughout; how the guests devalue Her within her own home; how Her debases herself in enough to be treated in this manner by all those around her. It all speaks of male chauvinism. Even beyond that point, I've seen so many people defend this movie and it's because of the allegorical nature of it. Just because a film is overwrought with Biblical symbolism doesn't make it 'meaningful' or even a 'good' movie. Underneath all the symbolism and all the misogyny this, simply put, was a bad movie. It was slow, boring. There was never any tension created to amount to anything suspenseful or exciting. And the plot didn't stick.",2
Don't give up! I got half way through this film and thought "this is awful" and turned it off. I then came here and saw all the 10/10's and thought I must have missed the point and restarted. I'm so glad I did as everything then started clicking into place for me. Keep going! It's definitely worth it!,10
"An allegory of Biblical proportions Long-awaited ""Mother!"" is a challenging film. It's far more complicated and rich than the house-invasion horror-thriller it starts out as. Despite having directed only seven feature films, Darren Aronofsky has become one of the most interesting and important directors of our time. Now returning after a shot at Biblical adventure-drama ""Noah"" (2014), Aronofsky delivers a film full of allegoric storytelling. The performances of Jennifer Lawrence and Javier Bardem are impressive. Aronofsky's screen writing and direction never allows the viewer to get away from the hellish nightmare that unrolls. Longtime Aronofsky collaborator Matthew Libatique (who's worked with Aronofsky on six out of his seven full-features) delivers some exquisite cinematography that adds power and discomfort to the story. Having considered the movie after watching it, I've reached the conclusion that I need to watch again, as there's too much substance, and too much references, for me to grasp at a first viewing.",7
what un unbelievable bulls**t From the cover to every f** detail it disgusted me Lawrence having the same bad acting throughout the whole movie no point in anything no success at any level I literally made myself watch it till the end,1
the mother movie 2017,10
A masterpiece of bleak truths through the scope of a surrealist's nightmare,10
"Not what I expected but worth watching This film is creating some incredibly bad reviews. It is the only film in recent memory where people have walked out, but I think this does it a disservice. It certainly wasn't what I was expecting but I think that's what a good movie should do, make you think. The cast is superb and the acting is great it just takes quite an unusual twist which has left many either confused or angry, but it's worth a watch if you have the stomach for it and are prepared to accept it as a piece of entertainment. I can't say I'm totally satisfied by the movie but I'm happy I watched it.",7
"Comedy Of Horrors, perhaps Maybe the intention was to make a terrifying comedy about, about, about...well, I'm not sure. A Mother! like that with an exclamation mark? An artist with an ego bigger than their house? Who knows. I certainly tried to cling on to something but I couldn't. It seems like a terrible confession to make but the truth is I couldn't care less about that mother because I didn't believe in her plight and couldn't understand her behavior. Jennifer Lawrence is a terrific actress we all know that but here, she screams and screams while I glanced at my watch with mounting impatience. Borrowing from other, better films, doesn't help, on the contrary, it irritates. Rosemary's Baby came to mind as well as The Tenant, Apartment Zero, Common Wealth. All films that terrified me without explicit gore",2
"A refreshing oasis in an otherwise parched desert of Hollywood remakes (NO SPOILERS) 10/10 I loved this film so much, was so shaken and moved by it, that I actually created an IMDb account to post this review. This film is a breath of cold, crisp fresh air for anyone sick of brain dead Hollywood sequels and remakes. My review is for people who haven't watched the film, so it contains no spoilers. I believe that like a magician's trick, if you know what's going on, the illusion will vanish. You'll miss the magic. You'll won't feel the confusion. Your brain won't be pulling itself apart trying to work out what is amiss. This is why all the trailers leave the story as a mystery. It pains me to see the director and cast answering questions on the red carpet and in interviews explaining the film away. Sadly, if you are reading this review, you probably already know what the film is about,",10
"Too many unnecessary bad reviews! I went to watch Mother with little knowledge of what it was about, I read a few reviews which differed from 1 star to 10 stars so I was keen to watch this to give my own opinion. From some of the '1 star' reviews I read I personally feel this is a harsh review, i have seen some bad films but it would take a lot to give it 1 star. I will be completely honest while watching the film and even at the end my thoughts were 'I have no idea what just happened' I did then once I got home spend some time googling the plot, some would say 'if you need to google a film to understand it then it can't be good' others may say 'if you kept thinking about it that much you had to find out more, it must be good' so I will leave you to your own opinion. I however after watching a film love reading about it after and I will not say what I found but it did clear everything up and then made me enjoys the film more. Although the film itself is confusing without understanding it I was constantly engaged through the whole film and was left in suspense completely throughout. A lot of reviews I read were saying it is put in the wrong genre, it's not a horror.. I personally feel that we are now moving towards a new genre of horror, how many more poltergeist",7
Self Indulgent disappointment ..,2
Embarrassing Storytime,8
"Not brilliant, but the 1-2 star ratings it's getting are questionable",7
"Gender clich?s and metaphor by numbers This movie manages to reduce the characters into a pastiche of the same tired characters Hollywood loves so much...narcissistic alpha man,a virginal mother,a whore,a man in a grey suit....yawn.To add insult to one eyed injury we have metaphor...can it be called that when its trying so hard?The prism we look at things through is what gives us insight...and these tired character tropes,and the heavy handed attempt to be",1
Such a grate movie,10
"Strong movie with strong message! It's really funny to see such contradicting reviews! People are either hating it or loving it! I really found it deep and intense, on several levels. It really shows the flow of relationship where one partner is emotionally Invested and tuned to the feelings of another and another lacks empathy. You will also notice quite a few religious references but the movie can also be read and understood from other perspectives, not only religious one.",9
Mother?! Meh!,6
"Run to your mother This movie is awful. The story is awful. The pace is awful. The tension is awful. I totally hated it. I think that I never felt such an urge to stop watching a movie like this time, and I think I didn't do it because of one thought only: ""The actors are good, the director is good...there must be something in it..lets give it a try...""..gosh! it never ended...too long...too boring...annoying...irritating. At times I felt I had to scream: horrible! They were always repeating the same idea...over and over again in a two hours movie. I wanted to like it, but I couldn't...not one bit. I hated it. I will never see it again and of course I don't",1
"Masterpiece This movie is for people who appreciates art. ""Mother"" is replete of metaphors and analogies with the bible, greek culture, the world nowadays, etc.. You really need to focus on watching the movie and catch every single detail. Besides the photo, the cast and scenography is so beautiful. I highly recommend the movie",10
"Idk!!!! Look this was a good movie. Really good. But I just couldn't really get what was happening. There wS no explanation for how all this went down with literally no repercussions. I got some of the symbolism. However I had read reviews before watching that said if ou were looking for a movie with meaning and clear cut story it's not for you. And honestly, it's really creepy. Once scene in particular was so hard for me to watch I had to pause the movie and bawl my eyes out for a few. It's worth the watch but don't expect to be enlightened when it's over. If anything you'll be more confused, but man. It",7
"One the worst movie I've ever seen, totally waste of two hours of your life This movie is for really mentally disturbed people. Good actors but story is so disgusting it makes me sick. I like thrillers and horror movies but this is truly pure s**t. Sorry. Not worth watching a minute. Shame on you, how do you dare?",1
Apsolutely insane,10
"Interesting, but nothing more than interpretations.",6
"Wolf in Sheeps Clothing Sorry but this is not filmmaking, cinema or story-telling and it comes on using those dynamics and more to rope in innocent, movie loving fans wanting a good-story perhaps a scare and certainly a ponder or two but instead delivers something so intrusive that it has to be outed so that people understand never to do this again. I watched this believing in its way to introduce a story and went along because it uses conventional means to arouse the viewer and set the hook or so you would think. Instead, we are introduced to shock and horror along with atrocities that are on the level of society gone wrong and trying to influence us to join it. This movie is atrocious and an abomination to the world of films. Now saying all that, there will be a segment of people who will after reading my review can't wait to see it and even more compelling there will be others who want to watch it stoned or drunk or for the shock me value. If this type of cinema ever catches on I have news for everyone. That means society has gone the way of Sodom & Gomorrah or better yet build yourself an ark because lots of destructive rain is coming to wipe out humanity. This will be the last thing everyone sees before departing. Watch at your risk",1
Stop over analyzing and killing the experience!,9
"Those who give a low rating, just simply doesn't understand the plot",10
"Watch it to make up your own mind??eeply disturbing Ugh, ""Mother!"" makes you feel bad... Jennifer Lawrence's character just moved in with her husband, a poet played by Javier Bardem. Their seemingly idyllic life becomes interrupted when a mysterious man and a woman, played by Ed Harris and Michelle Pfeiffer, invite themselves to the couple's new home... and from there on, things spiral downward. Among the many good things that stand out about ""Mother!"" is Jennifer Lawrence's compelling performance. Her face fills almost every shot and the whole story is told in a deeply subjective way from her perspective: As she is trying to make sense of what is happening around her, so are we. When I watched the trailers for ""Mother!"", I thought this was just going to be a rip-off of ROSEMARY'S BABY, but in fact, the movie is nothing like that. You continue to be surprised from beginning to end, and there is a lot of mystery that is deeply haunting. The suspense keeps going as you try to make sense of this movie, which is deeply",7
"Fierce debate, how wonderful I have a nagging feeling that the raves come from people in their 20's and/or younger. I maybe wrong but the debate erupting from this movie reeks of youth. Something similar happened with Terrence Malnick's The Tree Of Life. People either loved it or hated it. From my own personal POV the only different between The Tree Of Life and Mother! is that The Tree Of Life was a masterpiece without any visual cope outs and, perhaps, the only commercial concession were in big star names but even then Brad Pitt gives one of the best performances of his career. Mother ! Is not a masterpiece, not to me anyway. I couldn't connect. Was it a comedy of the absurd? When I saw all the people dancing and partying in the house I had a flash back to Blake Edwards's ""The Party""Jennifer Lawrence is a truly gifted actress and beautiful to boot and, quite clearly, she put herself in Darren Aronfski's hands, She, the mother, calls out ""Baby""? Hoping to find her husband - She is a Saint Joan half burned already. That truly puzzled me. Can you please give us time to connect with her? A few minutes. If you remember Mia Farrow's Rosemary - She was, emotionally, so far away from what she's about to confront. Polanski takes the audience",5
"Disturbing, traumatic and happening everyday.",8
"more weird than horror story Pretty hellish images, right at the start. Burning faces, with flames all around. And then a house being almost magically restored. When strangers move in (harris and pfeiffer) with a couple (jenlaw and bardem), strange things start to happen in the house. The visitors all have have huge boundary issues, and are rude and physically violent. I think most of us would have told the couple to follow the house rules much sooner. Or just asked them to leave. The film itself has some interesting things to say, but you really have to suspend belief in some places to buy in. Written and directed by darren aronofsky.... he was",6
Very disappointing I expected much more from such movie cast... My first time ever to check a movie's reviews to understand what was the moral or the message that costs that much of horror,1
"Loved it! Watched it ages ago, just thought of it after watching The platform (also recommended!) Movie really stays with you, makes you keep thinking, and I think it's brilliant.",10
Really affected me,7
"Frustration A complete failure, waste of money and most importantly ......a waste of time. I give this a 1/10 and that's only because i can't give it anything lower. I'll leave this here for the poor souls who might be tempted to watch it ........trust me, you want to spend 2hours in",1
The Muse (spoilers),9
Amazing movie if you understand it.,8
"Trigger Warning ""You never loved me. You only loved how I loved you."" ---mother (Jennifer Lawrence) to Him (Javier Bardem) Directed by Darren Aronofsky (""Black Swan"" and ""Requiem for a Dream"") ""mother!"" is possibly the darkest, most disturbing movie I have ever seen. It is absolutely one of the most affecting. Reviews have been mixed, to put it nicely. But I think the theme of ""mother!"" terrifies some people so much that they choose to be perplexed by it rather than allow themselves to even think about what Aronofsky is suggesting. My take on the film is that it is about God, humans, and our respective relationships with creation and the creative process.",7
"Eraserhead 2017 A horrible experience, with no positive aspects and a waste of several normally good actors. The two hours of this film will feel like ten. Instead of shutting it off, I waited to see if the end brought some explanation of the film. It did not. The highlight of this film was a semi-clothed Michelle Pfeiffer, about 30 minutes in. Shut the movie off after that, save yourself some pain.",1
"Great movie! 10/10. No spoiler! This movie is very very good. I think this is the best movie in 2017. I liked it so much. The story what the director would like to tell is a littlebit hard to understand, but the ending is explain everything. I loved it! By the way Jennifer Lawrence is a very good actress in it.",10
"The Ultimate ""Horror"" Movie...because we are all starring in it! When ""mother!"" was released, it was inaccurately/disingenuously marketed as a conventional scary movie, which it isn't. That angered many people, because they expected a popcorn-Friday-night type thriller. It's actually the ultimate horror movie, because we're ALL in it. Many of its bad reviews seem to be from people who just don't like seeing themselves...",7
Awful!,1
SPOILERS! but i loved it.,10
what What. What! What... What; What? This is all I can say about this movie and the feelings that were sent to me through it.,7
"Waste of 2 hours 1 minute We like Javier Bardem and Jennifer Lawrence, and the acting was good, as were some special effects, but that is all I can say that is positive. This was a waste of these actors and digital space. Did not like or appreciate the apparent symbolism of God as narcissistic and uncaring toward his some of His creation in favor of others of His creation, and no regard whatsoever for His own Son.",2
"Wow This is a very good movie but towards the end, it is very disturbing. If you have a weak stomach and are empathetic I wouldn't watch. But if you're fine with disturbing movies, then, yes! Watch this movie. Jennifer Lawrence is outstanding!",9
Deserves more credit... I have to go off the first time I watched this movie and not how I felt on rewatches (all though I still enjoyed it) I was pretty much completely mind blown when I first watched this. It isn't obvious what is going on for a big chunk of the movie (all though if you start connecting the dots the title gives away). It keeps you guessing and leaves enough bread crumbs for a casual viewer to have their own interpretation. The inevitable descend in to madness is executed in such way that makes it unique.,8
"Emotional distance A clearly allegorical movie. Whether you want to see it as a retelling of the bible, personification of the creative process or the anxieties of a relationship, it mostly works. But for me there was too much of an emotional disconnect with the mother. She's going through horrific stuff, but that never felt real. Watch it for Javier Bardem and the antics of",6
"What were you thinking??? I have to ask this question to every single soul which was in some way related to the movie. I'm not sure what it conveyed or what they wanted to convey. I started feeling irritated as the movie progressed. That irritation kept increasing as it went on. But out of some damn hope that it will get better, I kept watching it but it never ever made me feel good till the very end. Felt very very bad for Jennifer's character throughout the movie. I read some calling it an artistic master piece. I fail to understand from which angle that is",1
"In your face, heart and soul",10
"A Film Expressing Interesting Ideas, if Nothing Else",7
Utter Disappointment. Worst movie I've seen in...forever!,1
"A beautiful movie with too abstract plot First of all, even if you watch this movie you wont understand the true message or story line without listening to the interpretation from author. The movie is very good and has a very good message but the main problem is the director never reveals in the entire movie - what he wants to convey. Specially the publicity stunts with a trailor which makes it look a horror film, the audience are always looking for moments or horror.. while the director is pointing out some thing else.",9
An abstract film!!! Almost an acquired taste needed for this movie good. Good in my book. But I enjoy very different films. So if your ready for something weird watch it. 7 out of ten but no higher.,7
"This movie is torture! I want my time back, I want my money back. I have to mirror the sentiments of many reviewers that hated this movie. I can't put into words how much I hated this movie. I can see there was a lot of effort put into it, the production and finish are all great but it's just torture to watch. There's no mystery to the overall story line, the concept is hinted at the beginning and there are no surprise at the end. OK fine, a movie doesn't have to rest on a final twist but the journey better be good then. It wasn't. There's nothing entertaining or compelling about the story or characters. Just 2 hours of boredom verging on frustration waiting for it to end. Just don't no it, don't watch it. I want my time back - I want my money back - I want to be able to forget this movie",1
"Really dig it I really enjoyed this movie. Yes a lot of clear Biblical references that we enjoyed figuring out. It was unsettling to watch at times but I think it added to the experience, especially the ""wtf"" moment at the end. We did have to read about the movie afterwards to understand what we just watched (and I recommend you do because it all seemed to click once we understood what Aronofsky was going for). There were some great performances from the cast especially Ed Harris and Michelle Pfeiffer, however, Jennifer Lawrence's face was pretty much blank the entire movie aside from a couple moments screaming bloody murder. Her lackluster performance aside, I'd highly recommend this",8
An allegorical Spectacle!,9
"I want to be alone I can't help feeling that the story of ""Mother!"" was written by someone who never got over being rudely intruded upon when they were in the bathroom. ""Mother!"" is chock full of phobias including some most of us can relate to with invasion of personal space the most prominent. For me it is an effective horror story until about the three-quarter mark. Then it ends up in the same kind of mess as Ben Wheatley's ""High Rise"". Writer/director Darren Aronofsky started out with a fascinating scenario. A successful author simply called 'Him' (Javier Bardem) moves to a large secluded house in the country with his pregnant wife, 'Mother' (Jennifer Lawrence). It seems they both welcome the solitude. However when he invites a stranger into their home it leads to more and more unexpected guests arriving and also the arrival of hordes of the author's fans. He seems to welcome the attention while she feels besieged.",6
"Don't tell me this is art, this is RUBBISH! What kind of story is this?! A bunch of meaningless crazy stuff happened suddenly, the obsessions and self center cock, Him is very obvious. But left a lot of things unexplained. I already wanted to walk out in the middle of the movie, because this is just nonsense and makes you feel so frustrated. Don't tell me this is art, this is completely pointless garbage, waste of my dime. Such a shame that all the brilliant actors are in this rubbish.",1
This made me feel strange I've never experienced such a strange feeling when watching this. It's like the room is moving around me. The ending was not amazing but overall the movie was fantastic.,9
"Not Bad I not to Scary but i really feel uncomfortable while watching this Not many Film can make me Feels like this that only good things in this film , about belief in this movie it Hard to understand Even now i understand it but it still Unnecessarily difficult ,this movie use too many knowledge to understand I think it should make it suitable for most people more",7
Terrible Waste of Acting Talent! Not Worth the Time!,1
"The perfect S.O.F.A. flick! Surreal, Ominous, Foreboding, Ambiguous. If you like movies that tickle the portion of your mind that's been questioning whether or not your reality is just an elaborate distraction, then this movie is for you. I watched this movie 5 times in the first week that I discovered it and it's not because I didn't have other options; it's because when I put on one of those other movies on, I found myself craving to see Mother! again. It's a difficult feeling to describe. It's imagination candy. It's not so much about the things you notice each time you watch it (and there are plenty of them), but rather the new ideas it conjures within your mind each time you watch it. You may even find yourself re-watching it just to have it play in the background while you think about other things. It's that powerful.",10
"Mother!: From Quiet Beauty to Total Madness The film transforms from beauty and a peaceful life into a chaotic nightmare-almost like a civil war, a cult of psychopaths, and even satanic madness all at once. It feels as if only the mother perceives the world differently, as if she's the only one fully aware of how wrong everything is. It's insane, but it reflects a lot of human insanity too-how quickly people can become irrational, cruel, and destructive when boundaries disappear.",6
Aranofsky's torture porn movie about climate change (gimme a break) A pretentious piece of garbage masquerading as art. The work of a director who's gotten so full of himself he's become completely blind to his shortcomings. This is nothing more than torture porn. Aranofsky's become as awful as directors like lars von trier and terrence mallick. The metaphors and allegory about climate change are non-existent. This is a film that makes sense to the artist making it and no one else. Critics praising this film are pretentious sheep who are drinking the kool aid. There is absolutely,1
"Masterful but very easily overlooked I can totally see how the general population of passive media viewers would think this is an insane movie that makes no sense and is a waste of 2 hours. But I can't see how anyone who enjoys movies can give this movie 1 star? The acting is great, the cinematography with those claustrophobic close ups and the use of sound are brilliant. Everything in the movie aids in building the sense of stress and confusion so well. The biblical allegories are genius and make a lot of sense with the plot of the film. The visuals are intense and the themes are at times disgusting but the whole film pulls together a really interesting message and leaves you thinking about it for days. The more I read into the biblical allegories of all the characters the more captivating the movie becomes. I do recommend watching the film before trying to figure out the meaning online or reading anything Aronofsky said about it. It's hard to recommend but well worth the viewing if you enjoy out of the ordinary films.",9
Amazing! Really enjoyed this movie. It had me watching until the end. I got the connection between mother and the house but didn't keep the entire meaning. A little googling soon explained it and everything fell together. I like it even more now nothing what it represents.,10
